"from_EX_lys__L_e","to_EX_lys__L_e","undir_EX_lys__L_e","ID","Name","Equation","ExEquation","Balance","Boundary","GRR","Type","Flux","ec-code","rhea","kegg.reaction","bigg.reaction","reactome.reaction","sbo","biocyc","seed.reaction","sabiork","metanetx.reaction","Reduced Cost"
10,10,10,"AADDGT","DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase","dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c","DTDP-4-acetamido-4,6-dideoxy-D-galactose + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate --> DTDP C10H13N2O11P2 + H+ + Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose","{}",0,"Y7U_RS18095","reaction",0,"2.4.1.325",,,"AADDGT",,"SBO:0000176","META:FUC4NACTRANS-RXN","rxn08023",,"MNXR95151",0.00000000000000011622647289044608
12,12,12,"AAMYL","Alpha-amylase","14glucan_c --> malthx_c","1,4-alpha-D-glucan --> Maltohexaose","{}",0,"Y7U_RS10105","reaction",0,,,,"AAMYL",,"SBO:0000176",,,,"MNXR95153",0
14,14,14,"AAMYLpp","Alpha-amylase (periplasm)","14glucan_p --> malthx_p","1,4-alpha-D-glucan --> Maltohexaose","{}",0,"Y7U_RS19280","reaction",0,,,,"AAMYLpp",,"SBO:0000176",,,,"MNXR95153",0
8,8,8,"AB6PGH","Arbutin 6-phosphate glucohydrolase","arbt6p_c + h2o_c --> g6p_c + hqn_c","Arbutin 6-phosphate + H2O H2O --> D-Glucose 6-phosphate + Hydroquinone","{}",0,"Y7U_RS15070","reaction",0,"3.2.1.86",,,"AB6PGH",,"SBO:0000176",,"rxn08025",,"MNXR95165",0
8,8,8,"ACACT7r","Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)","accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c","Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA) <=> 3-Oxohexadecanoyl-CoA + Coenzyme A","{}",0,"Y7U_RS12255 or Y7U_RS17840","reaction",0,"2.3.1.9|2.3.1.16|2.3.1.155","18163|18164|18162|18161","R03991","ACACT7r","R-CFA-77304|R-SSC-77304|R-DME-77304|R-HSA-77304|R-GGA-77304|R-MMU-77304|R-TGU-77304|R-XTR-77304|R-BTA-77304|R-CEL-77304|R-RNO-77304","SBO:0000176","META:2.3.1.155-RXN|META:RXN-16560","rxn02804","3726","MNXR95203",-0.0000000000000003526281480875592
8,8,8,"ABTA","4-aminobutyrate transaminase","4abut_c + akg_c --> glu__L_c + sucsal_c","4-Aminobutanoate + 2-Oxoglutarate --> L-Glutamate + Succinic semialdehyde","{}",0,"Y7U_RS13845 or Y7U_RS06835","reaction",0,"2.6.1.19","23353|23352|23354|23355","R01648","ABTA",,"SBO:0000176","META:GABATRANSAM-RXN","rxn01204","1785","MNXR95186",-0.00000000000000011102230246251565
10,10,10,"ABUTD","Aminobutyraldehyde dehydrogenase","4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c","4-Aminobutanal + H2O H2O + Nicotinamide adenine dinucleotide --> 4-Aminobutanoate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced","{}",0,"Y7U_RS07595","reaction",0,"1.2.1.19|1.2.1.3|1.2.1.-","19108|19105|19107|19106","R02549","ABUTD",,"SBO:0000176","META:AMINOBUTDEHYDROG-RXN","rxn01851","2464","MNXR95191",-0.00000000000000011102230246251565
10,10,10,"ABUTt2pp","4-aminobutyrate transport in via proton symport (periplasm)","4abut_p + h_p --> 4abut_c + h_c","4-Aminobutanoate + H+ --> 4-Aminobutanoate + H+","{}",0,"Y7U_RS13850","reaction",0,,"28916|28917|28918|28915",,"ABUTt2pp",,"SBO:0000185","META:TRANS-RXN-57","rxn08027|rxn05564",,"MNXR94994",-0.00000000000000011102230246251565
12,12,12,"3OAR180","3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)","3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c","3-Oxooctadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> (R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"1.1.1.100",,,"3OAR180",,"SBO:0000176",,"rxn07992",,"MNXR94948",-0.00000000000000006677373063438751
12,12,12,"3OAR181","3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)","3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c","3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced --> (R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"1.1.1.100",,,"3OAR181",,"SBO:0000176",,"rxn07993",,"MNXR94949",-0.29629629629629994
10,10,10,"3OAR40","3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)","actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c","Acetoacetyl-ACP + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> (3R)-3-Hydroxyacyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"1.1.1.100",,,"3OAR40",,"SBO:0000176",,"rxn07994",,"MNXR94950",-0.00000000000000026709492253755004
10,10,10,"ACACt2pp","Acetoacetate transport via proton symport  (periplasm)","acac_p + h_p <=> acac_c + h_c","Acetoacetate + H+ <=> Acetoacetate + H+","{}",0,"Y7U_RS11640","reaction",0,,,,"ACACt2pp",,"SBO:0000185",,"rxn05484|rxn08029",,"MNXR95207",0
16,16,16,"EX_ethso3_e","Ethanesulfonate exchange","ethso3_e --> ","Ethanesulfonate --> ","{'C': -2.0, 'H': -5.0, 'O': -3.0, 'S': -1.0}",1,"","reaction",0,,,,"EX_ethso3_e",,"SBO:0000627",,"rxn08426",,"MNXR97978",-0.05925925925925771
14,14,14,"5DGLCNR","5-dehydro-D-gluconate reductase","5dglcn_c + h_c + nadph_c <=> glcn_c + nadp_c","5-Dehydro-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> D-Gluconate + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS22175","reaction",0,"1.1.1|1.1.1.69","23937|23939|23936|23938","R01740","5DGLCNR",,"SBO:0000176","META:RXN-14367","rxn01278",,"MNXR95065",-0.00000000000000013354746126877502
12,12,12,"3OAR60","3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)","3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c","3-Oxohexanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> (R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"2.3.1.86|2.3.1.-|2.3.1.85|1.1.1.100",,"R04953","3OAR60",,"SBO:0000176",,"rxn05337",,"MNXR94952",-0.00000000000000013354746126877502
12,12,12,"3OAR80","3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)","3ooctACP_c + h_c + nadph_c <=> 3hoctACP_c + nadp_c","3-Oxooctanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> (R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"2.3.1.86|2.3.1.-|2.3.1.85|1.1.1.100",,"R04536","3OAR80",,"SBO:0000176","META:RXN-9524","rxn05341",,"MNXR94953",0
12,12,12,"3OAR100","3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)","3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c","3-Oxodecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> (R)-3-Hydroxydecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"2.3.1.86|2.3.1.-|2.3.1.85|1.1.1.100",,"R04534","3OAR100",,"SBO:0000176","META:RXN-9528","rxn05338",,"MNXR94941",-0.00000000000000013354746126877502
16,16,16,"5DGLCNt2rpp","5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)","5dglcn_p + h_p <=> 5dglcn_c + h_c","5-Dehydro-D-gluconate + H+ <=> 5-Dehydro-D-gluconate + H+","{}",0,"Y7U_RS22170","reaction",0,,"28820|28822|28821|28819",,"5DGLCNt2rpp",,"SBO:0000185","META:TRANS-RXN0-228","rxn08011",,"MNXR95066",0
12,12,12,"3OAR120","3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)","3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c","3-Oxododecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> (R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"2.3.1.86|2.3.1.-|2.3.1.85|1.1.1.100",,"R04964","3OAR120",,"SBO:0000176",,"rxn05340",,"MNXR94942",-0.00000000000000006677373063438751
10,10,10,"5DOAN","5'-deoxyadenosine nuclosidase","dad_5_c + h2o_c --> 5drib_c + ade_c","5'-Deoxyadenosine + H2O H2O --> 5'-deoxyribose + Adenine","{}",0,"Y7U_RS00810","reaction",0,,"29862|29860|29859|29861",,"5DOAN",,"SBO:0000176","META:RXN0-6550","rxn13649|rxn08013",,"MNXR95069",-0.00000000000000005551115123125783
16,16,16,"EX_etoh_e","Ethanol exchange","etoh_e --> ","Ethanol --> ","{'C': -2.0, 'H': -6.0, 'O': -1.0}",1,"","reaction",0,,"35269|35267|35270|35268",,"EX_etoh_e",,"SBO:0000627","META:TRANS-RXN0-546","rxn09683|rxn08428|rxn09764",,"MNXR97980",-0.6962962962962951
10,10,10,"AACPS5","Acyl-[acyl-carrier-protein] synthetase  (n-C18:1)","ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c","Acyl carrier protein + ATP C10H12N5O13P3 + Octadecenoate (n-C18:1) --> AMP C10H12N5O7P + Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1) + Diphosphate","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,,,,"AACPS5",,"SBO:0000176",,,,"MNXR95144",-0.029629629629630613
12,12,12,"A5PISO","Arabinose-5-phosphate isomerase","ru5p__D_c <=> ara5p_c","D-Ribulose 5-phosphate <=> D-Arabinose 5-phosphate","{}",0,"Y7U_RS16560 or Y7U_RS14075","reaction",0,"5.3.1.13","23105|23107|23104|23106","R01530","A5PISO",,"SBO:0000176","META:DARAB5PISOM-RXN","rxn01117",,"MNXR95132",0
14,14,14,"3HAD100","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)","3hdecACP_c --> h2o_c + tdec2eACP_c","(R)-3-Hydroxydecanoyl-[acyl-carrier protein] --> H2O H2O + Trans-Dec-2-enoyl-[acyl-carrier protein]","{}",0,"Y7U_RS04950 or Y7U_RS00910","reaction",0,"2.3.1.85|4.2.1.58|4.2.1.60|2.3.1.86|4.2.1.61|4.2.1.59|2.3.1.-",,"R04535","3HAD100",,"SBO:0000176",,"rxn05333",,"MNXR94876",0.00000000000000011102230246251565
14,14,14,"3HAD120","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)","3hddecACP_c --> h2o_c + tddec2eACP_c","(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] --> H2O H2O + Trans-Dodec-2-enoyl-[acyl-carrier protein]","{}",0,"Y7U_RS00910 or Y7U_RS04950","reaction",0,"2.3.1.85|4.2.1.58|4.2.1.60|2.3.1.86|4.2.1.61|4.2.1.59|2.3.1.-",,"R04965","3HAD120",,"SBO:0000176",,"rxn05331",,"MNXR94877",0
14,14,14,"3HAD121","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)","3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c","(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] --> H2O H2O + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein]","{}",0,"Y7U_RS00910 or Y7U_RS04950","reaction",0,"4.2.1.61",,,"3HAD121",,"SBO:0000176",,"rxn07976",,"MNXR94878",0
12,12,12,"AACPS1","Acyl-[acyl-carrier-protein] synthetase (n-C14:0)","ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c","Acyl carrier protein + ATP C10H12N5O13P3 + Tetradecanoate (n-C14:0) --> AMP C10H12N5O7P + Myristoyl-ACP (n-C14:0ACP) + Diphosphate","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,"6.2.1.20",,,"AACPS1",,"SBO:0000176",,,,"MNXR95138",-0.02962962962962734
12,12,12,"3HAD140","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)","3hmrsACP_c --> h2o_c + tmrs2eACP_c","(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] --> H2O H2O + Trans-Tetradec-2-enoyl-[acyl-carrier protein]","{}",0,"Y7U_RS04950 or Y7U_RS00910","reaction",0,"2.3.1.85|2.3.1.86|4.2.1.61|4.2.1.59|2.3.1.-",,"R04568","3HAD140",,"SBO:0000176","META:RXN-9537","rxn05335",,"MNXR94879",0
14,14,14,"EX_f6p_e","D-fructose 6-phosphate exchange","f6p_e --> ","D-Fructose 6-phosphate --> ","{'C': -6.0, 'H': -11.0, 'O': -9.0, 'P': -1.0}",1,"","reaction",0,,,,"EX_f6p_e",,"SBO:0000627",,,,"MNXR99076",-1.6444444444444435
14,14,14,"3HAD141","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)","3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c","(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] --> H2O H2O + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]","{}",0,"Y7U_RS04950 or Y7U_RS00910","reaction",0,"4.2.1.61",,,"3HAD141",,"SBO:0000176",,"rxn07977",,"MNXR94880",0
12,12,12,"AACPS2","Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)","ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c","Acyl carrier protein + ATP C10H12N5O13P3 + Tetradecenoate (n-C14:1) --> AMP C10H12N5O7P + Diphosphate + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,"6.2.1.20",,,"AACPS2",,"SBO:0000176",,,,"MNXR95141",0.00000000000000016653345369377348
10,10,10,"AACPS3","Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)","ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c","Acyl carrier protein + ATP C10H12N5O13P3 + Hexadecanoate (n-C16:0) --> AMP C10H12N5O7P + Palmitoyl-ACP (n-C16:0ACP) + Diphosphate","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,"6.2.1.20",,,"AACPS3",,"SBO:0000176",,,,"MNXR95142",-0.029629629629627875
10,10,10,"AACPS4","Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)","ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c","Acyl carrier protein + ATP C10H12N5O13P3 + Hexadecenoate (n-C16:1) --> AMP C10H12N5O7P + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Diphosphate","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,,,,"AACPS4",,"SBO:0000176",,,,"MNXR95143",-0.02962962962963004
12,12,12,"AACPS6","Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)","ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c","Acyl carrier protein + ATP C10H12N5O13P3 + Octadecanoate (n-C18:0) --> AMP C10H12N5O7P + Octadecanoyl-ACP (n-C18:0ACP) + Diphosphate","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,"6.2.1.20",,,"AACPS6",,"SBO:0000176",,,,"MNXR95145",-0.007407407407403948
12,12,12,"AACPS7","Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)","ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c","Acyl carrier protein + ATP C10H12N5O13P3 + Dodecanoate (n-C12:0) --> AMP C10H12N5O7P + Dodecanoyl-ACP (n-C12:0ACP) + Diphosphate","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,"6.2.1.l",,,"AACPS7",,"SBO:0000176",,,,"MNXR95146",-0.00000000000000005551115123125783
14,14,14,"3HAD160","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)","3hpalmACP_c --> h2o_c + tpalm2eACP_c","R-3-hydroxypalmitoyl-[acyl-carrier protein] --> H2O H2O + Trans-Hexadec-2-enoyl-[acyl-carrier protein]","{}",0,"Y7U_RS04950 or Y7U_RS00910","reaction",0,"2.3.1.85|2.3.1.86|4.2.1.61|4.2.1.59|2.3.1.-",,"R04544","3HAD160",,"SBO:0000176",,"rxn05332",,"MNXR94881",0
14,14,14,"3HAD161","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)","3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c","(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein] --> H2O H2O + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]","{}",0,"Y7U_RS00910 or Y7U_RS04950","reaction",0,"4.2.1.61",,,"3HAD161",,"SBO:0000176",,"rxn07978",,"MNXR94882",0
14,14,14,"3HAD180","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)","3hoctaACP_c --> h2o_c + toctd2eACP_c","(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] --> H2O H2O + Trans-octadec-2-enoyl-[acyl-carrier protein]","{}",0,"Y7U_RS04950 or Y7U_RS00910","reaction",0,"4.2.1.61|4.2.1.-|2.3.1.-",,"R07764","3HAD180",,"SBO:0000176",,"rxn07979",,"MNXR94883",-0.000000000000000027755575615628914
12,12,12,"AACPS8","Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)","ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c","Acyl carrier protein + ATP C10H12N5O13P3 + Decanoate (n-C10:0) --> AMP C10H12N5O7P + Decanoyl-ACP (n-C10:0ACP) + Diphosphate","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,"6.2.1.20",,,"AACPS8",,"SBO:0000176",,,,"MNXR95147",0.0000000000000002220446049250313
12,12,12,"AACPS9","Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)","ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c","Acyl carrier protein + ATP C10H12N5O13P3 + Octanoate (n-C8:0) --> AMP C10H12N5O7P + Octanoyl-ACP (n-C8:0ACP) + Diphosphate","{}",0,"Y7U_RS14740 and Y7U_RS05710","reaction",0,"6.2.1.l",,,"AACPS9",,"SBO:0000176",,,,"MNXR95148",0
14,14,14,"3HAD181","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)","3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c","(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] --> H2O H2O + Trans-3-cis-11-vacceoyl-[acyl-carrier protein]","{}",0,"Y7U_RS04950 or Y7U_RS00910","reaction",0,"4.2.1.61",,,"3HAD181",,"SBO:0000176",,"rxn07980",,"MNXR94884",-0.000000000000000027755575615628914
14,14,14,"EX_fald_e","Formaldehyde exchange","fald_e --> ","Formaldehyde --> ","{'C': -1.0, 'H': -2.0, 'O': -1.0}",1,"","reaction",0,,,,"EX_fald_e",,"SBO:0000627",,"rxn08461|rxn08462",,"MNXR99238",-0.22222222222222202
12,12,12,"3HAD40","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)","3haACP_c --> but2eACP_c + h2o_c","(3R)-3-Hydroxyacyl-[acyl-carrier protein] --> But-2-enoyl-[acyl-carrier protein] + H2O H2O","{}",0,"Y7U_RS04950 or Y7U_RS00910","reaction",0,"4.2.1.58",,,"3HAD40",,"SBO:0000176",,"rxn07981",,"MNXR94885",0
14,14,14,"3HAD60","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)","3hhexACP_c --> h2o_c + thex2eACP_c","(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] --> H2O H2O + Trans-Hex-2-enoyl-[acyl-carrier protein]","{}",0,"Y7U_RS04950 or Y7U_RS00910","reaction",0,"2.3.1.85|4.2.1.58|2.3.1.86|4.2.1.59|2.3.1.-",,"R04954","3HAD60",,"SBO:0000176",,"rxn05330",,"MNXR94887",0
8,8,8,"ACACCT","Acetyl-CoA:acetoacetyl-CoA transferase","acac_c + accoa_c --> aacoa_c + ac_c","Acetoacetate + Acetyl-CoA --> Acetoacetyl-CoA + Acetate","{}",0,"Y7U_RS11630 and Y7U_RS11635","reaction",0,"2.8.3.9|2.8.3.8","27809|27807|27806|27808","R01359","ACACCT",,"SBO:0000176","META:ACETOACETYL-COA-TRANSFER-RXN","rxn00990","1563","MNXR95193",-0.00000000000000011102230246251565
8,8,8,"ACALD","Acetaldehyde dehydrogenase (acetylating)","acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c","Acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide <=> Acetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced","{}",0,"Y7U_RS01810 or Y7U_RS06480","reaction",0,"1.2.1.10","23290|23291|23289|23288","R00228","ACALD",,"SBO:0000176","META:ACETALD-DEHYDROG-RXN","rxn00171","163","MNXR95210",0.0000000000000001260164370901502
8,8,8,"ACANTHAT","Acetyl-CoA:anthranilate acetyltransferase","accoa_c + anth_c --> acanth_c + coa_c","Acetyl-CoA + Anthranilate --> N-Acetylanthranilate + Coenzyme A","{}",0,"Y7U_RS07690","reaction",0,,"28551|28550|28553|28552",,"ACANTHAT",,"SBO:0000176",,"rxn08034",,"MNXR95213",-0.0000000000000007216449660063518
10,10,10,"ACBIPGT","Adenosyl cobinamide phosphate guanyltransferase","adocbip_c + gtp_c + h_c --> agdpcbi_c + ppi_c","Adenosyl cobinamide phosphate + GTP C10H12N5O14P3 + H+ --> Adenosine-GDP-cobinamide + Diphosphate","{}",0,"Y7U_RS10420","reaction",0,"2.7.7.62","22712|22715|22713|22714","R05222","ACBIPGT",,"SBO:0000176","META:COBINPGUANYLYLTRANS-RXN","rxn03537",,"MNXR95216",0.0000000000000004440892098500626
12,12,12,"3OAR121","3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)","3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c","3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced --> (R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"1.1.1.100",,,"3OAR121",,"SBO:0000176",,"rxn07987",,"MNXR94943",-0.00000000000000011102230246251565
12,12,12,"3OAR140","3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)","3omrsACP_c + h_c + nadph_c <=> 3hmrsACP_c + nadp_c","3-Oxotetradecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"2.3.1.86|2.3.1.-|2.3.1.85|1.1.1.100",,"R04566","3OAR140",,"SBO:0000176","META:RXN-9536","rxn05342",,"MNXR94944",-0.00000000000000013354746126877502
12,12,12,"3OAR141","3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)","3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c","3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced --> (R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"1.1.1.100",,,"3OAR141",,"SBO:0000176",,"rxn07989",,"MNXR94945",-0.34814814814814976
8,8,8,"ACCOAC","Acetyl-CoA carboxylase","accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c","Acetyl-CoA + ATP C10H12N5O13P3 + Bicarbonate --> ADP C10H12N5O10P2 + H+ + Malonyl CoA C24H33N7O19P3S + Phosphate","{}",0,"Y7U_RS00935 and Y7U_RS12130 and Y7U_RS16865 and Y7U_RS16870","reaction",0,"6.4.1.2","11308|11311|11310|11309","R00742","ACCOAC","R-PFA-200555|R-SPO-75851|R-DRE-8876889|R-CFA-200555|R-DME-75851|R-HSA-75851|R-HSA-8876889|R-BTA-200555|R-BTA-8876889|R-DRE-75851|R-XTR-200555|R-SSC-8876889|R-CFA-8876889|R-MMU-200555|R-DRE-200555|R-MMU-8876889|R-RNO-200555|R-SPO-8876889|R-RNO-75851|R-PFA-75851|R-CEL-8876889|R-SCE-200555|R-TGU-8876889|R-GGA-200555|R-GGA-8876889|R-SCE-8876889|R-ATH-75851|R-SPO-200555|R-SSC-200555|R-DME-8876889|R-DDI-200555|R-ATH-200555|R-RNO-8876889|R-DME-200555|R-XTR-8876889|R-MMU-75851|R-DDI-8876889|R-CFA-75851|R-DDI-75851|R-PFA-8876889|R-CEL-200555|R-CEL-75851|R-HSA-200555|R-TGU-75851|R-BTA-75851|R-TGU-200555|R-ATH-8876889|R-SCE-75851|R-SSC-75851|R-GGA-75851|R-XTR-75851","SBO:0000176","META:ACETYL-COA-CARBOXYLTRANSFER-RXN","rxn00533","542","MNXR95219",0.000000000000000049439619065339
8,8,8,"ACGS","N-acetylglutamate synthase","accoa_c + glu__L_c --> acglu_c + coa_c + h_c","Acetyl-CoA + L-Glutamate --> N-Acetyl-L-glutamate + Coenzyme A + H+","{}",0,"Y7U_RS14640","reaction",0,"2.3.1.1","24295|24292|24293|24294","R00259","ACGS","R-HSA-70542|R-SPO-70542|R-XTR-70542|R-SSC-70542|R-DRE-70542|R-DDI-70542|R-MMU-70542|R-SCE-70542|R-BTA-70542|R-CFA-70542|R-RNO-70542","SBO:0000176","META:N-ACETYLTRANSFER-RXN","rxn00192","764","MNXR95259",-0.14814814814814634
12,12,12,"3OAR160","3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)","3opalmACP_c + h_c + nadph_c <=> 3hpalmACP_c + nadp_c","3-Oxohexadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced <=> R-3-hydroxypalmitoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate","{}",0,"Y7U_RS05705","reaction",0,"2.3.1.86|2.3.1.-|2.3.1.85|1.1.1.100",,"R04543","3OAR160",,"SBO:0000176",,"rxn05336",,"MNXR94946",-0.00000000000000008346716329298439
